date_reference;semaine_injection;Region_residence;Libelle_region;departement_residence;libelle_departement;population_insee;classe_age;libelle_classe_age;type_vaccin;effectif_1_inj;effectif_termine;effectif_cumu_1_inj;effectif_cumu_termine;taux_1_inj;taux_termine;taux_cumu_1_inj;taux_cumu_termine;date;Effectif_rappel;Effectif_cumu_rappel;Effectif_rappel_parmi_eligible;Effectif_eligible_au_rappel;TAUX_rappel;TAUX_CUMU_rappel;TAUX_CUMU_rappeleli
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;NUVAXOVID Novavax;;;;;;;;;2022-04-24;;;;;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2022-04-24;;;;;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2022-04-24;;;;;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;Tout vaccin;;;48880;48250;;;0.994;0.982;2022-04-24;70;33420;33370;45970;0.001;0.68;0.726
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;COMIRNATY Pfizer-BioNTech;;20;88200;88740;;0.0;0.805;0.81;2022-04-24;;;;83610;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;SPIKEVAX Moderna;;;10500;10270;;;0.096;0.094;2022-04-24;;;;9360;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;VAXZEVRIA AstraZeneca;;;1710;170;;;0.016;0.002;2022-04-24;;;;1700;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;JCOVDEN Janssen;;;360;370;;;0.003;0.003;2022-04-24;;;;360;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2022-04-24;;;;;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;NUVAXOVID Novavax;;;30;20;;;0.0;0.0;2022-04-24;;;;;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2022-04-24;;;;;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2022-04-24;;;;;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;Tout vaccin;10;20;100790;99560;0.0;0.0;0.919;0.908;2022-04-24;140;68300;68160;95030;0.001;0.623;0.717
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;COMIRNATY Pfizer-BioNTech;;;104390;106850;;;0.777;0.795;2022-04-24;;;;101160;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;SPIKEVAX Moderna;;;13870;13870;;;0.103;0.103;2022-04-24;;;;12590;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;VAXZEVRIA AstraZeneca;;;3900;600;;;0.029;0.004;2022-04-24;;;;3870;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;JCOVDEN Janssen;;;650;650;;;0.005;0.005;2022-04-24;;;;650;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2022-04-24;;;;;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;NUVAXOVID Novavax;;;30;20;;;0.0;0.0;2022-04-24;;;;;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2022-04-24;;;;;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2022-04-24;;;;;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;Tout vaccin;;;122830;121990;;;0.914;0.907;2022-04-24;100;97040;96840;118270;0.001;0.722;0.819
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;COMIRNATY Pfizer-BioNTech;;;58790;59540;;;0.616;0.624;2022-04-24;;;;57280;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;SPIKEVAX Moderna;;;7890;8210;;;0.083;0.086;2022-04-24;;;;7260;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;VAXZEVRIA AstraZeneca;;;16440;15020;;;0.172;0.157;2022-04-24;;;;16300;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;JCOVDEN Janssen;;;4640;4650;;;0.049;0.049;2022-04-24;;;;4620;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2022-04-24;;;;;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;NUVAXOVID Novavax;;;20;10;;;0.0;0.0;2022-04-24;;;;;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2022-04-24;;;;;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2022-04-24;;;;;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;Tout vaccin;;;87790;87430;;;0.92;0.916;2022-04-24;70;77430;77110;85460;0.001;0.811;0.902
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;COMIRNATY Pfizer-BioNTech;;;56320;56760;;;0.635;0.64;2022-04-24;;;;55020;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;SPIKEVAX Moderna;;;6740;6930;;;0.076;0.078;2022-04-24;;;;6370;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;VAXZEVRIA AstraZeneca;;;18040;17130;;;0.204;0.193;2022-04-24;;;;17850;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;JCOVDEN Janssen;;;2480;2480;;;0.028;0.028;2022-04-24;;;;2450;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2022-04-24;;;;;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;NUVAXOVID Novavax;;;;;;;;;2022-04-24;;;;;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2022-04-24;;;;;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2022-04-24;;;;;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;Tout vaccin;;;83590;83310;;;0.943;0.94;2022-04-24;40;77140;76510;81690;0.0;0.87;0.937
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;COMIRNATY Pfizer-BioNTech;;;67510;67270;;;0.777;0.774;2022-04-24;;;;63430;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;SPIKEVAX Moderna;;;5230;5240;;;0.06;0.06;2022-04-24;;;;4700;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;VAXZEVRIA AstraZeneca;;;5040;4760;;;0.058;0.055;2022-04-24;;;;4810;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;JCOVDEN Janssen;;;1550;1550;;;0.018;0.018;2022-04-24;;;;1420;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2022-04-24;;;;;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;NUVAXOVID Novavax;;;;;;;;;2022-04-24;;;;;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2022-04-24;;;;;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2022-04-24;;;;;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;Tout vaccin;;;79330;78820;;;0.913;0.907;2022-04-24;100;72420;69330;74360;0.001;0.833;0.932
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;COMIRNATY Pfizer-BioNTech;40;60;457190;459960;0.0;0.0;0.661;0.665;2022-04-24;;;;402430;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;SPIKEVAX Moderna;;;49250;49320;;;0.071;0.071;2022-04-24;;;;43910;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;VAXZEVRIA AstraZeneca;;;45420;37730;;;0.066;0.055;2022-04-24;;;;44820;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;JCOVDEN Janssen;;;9820;9850;;;0.014;0.014;2022-04-24;;;;9620;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;COMIRNATY Pfizer-BioNTech pédiatrique;10;20;1980;1420;0.0;0.0;0.003;0.002;2022-04-24;;;;;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;NUVAXOVID Novavax;10;;90;60;0.0;;0.0;0.0;2022-04-24;;;;;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2022-04-24;;;;;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2022-04-24;;;;;;;
2022-11-06;2022-16;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;Tout vaccin;60;80;563740;558330;0.0;0.0;0.815;0.807;2022-04-24;560;430220;421310;500780;0.001;0.622;0.841
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;COMIRNATY Pfizer-BioNTech;;;360;270;;;0.004;0.003;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;SPIKEVAX Moderna;;;20;;;;0.0;;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;VAXZEVRIA AstraZeneca;;;;;;;;;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;JCOVDEN Janssen;;;;;;;;;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;10;1970;1420;;0.0;0.024;0.018;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;NUVAXOVID Novavax;;;;;;;;;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;Tout vaccin;;20;2340;1700;;0.0;0.029;0.021;2022-05-01;;10;;;;0.0;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;COMIRNATY Pfizer-BioNTech;;;36990;36170;;;0.791;0.774;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;SPIKEVAX Moderna;;;1170;1100;;;0.025;0.023;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;VAXZEVRIA AstraZeneca;;;;;;;;;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;JCOVDEN Janssen;;;30;30;;;0.001;0.001;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;NUVAXOVID Novavax;;;;;;;;;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;Tout vaccin;;;38200;37310;;;0.817;0.798;2022-05-01;30;4480;;;0.001;0.096;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;COMIRNATY Pfizer-BioNTech;;;44650;44380;;;0.908;0.903;2022-05-01;;;;42080;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;SPIKEVAX Moderna;;;3820;3700;;;0.078;0.075;2022-05-01;;;;3650;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;VAXZEVRIA AstraZeneca;;;280;50;;;0.006;0.001;2022-05-01;;;;280;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;JCOVDEN Janssen;;;120;120;;;0.002;0.002;2022-05-01;;;;120;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;NUVAXOVID Novavax;;;;;;;;;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;Tout vaccin;;;48880;48260;;;0.994;0.982;2022-05-01;90;33510;33450;46130;0.002;0.682;0.725
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;COMIRNATY Pfizer-BioNTech;20;20;88210;88760;0.0;0.0;0.805;0.81;2022-05-01;;;;83850;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;SPIKEVAX Moderna;;;10500;10270;;;0.096;0.094;2022-05-01;;;;9410;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;VAXZEVRIA AstraZeneca;;;1710;170;;;0.016;0.002;2022-05-01;;;;1700;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;JCOVDEN Janssen;;;360;370;;;0.003;0.003;2022-05-01;;;;360;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;NUVAXOVID Novavax;;;30;20;;;0.0;0.0;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;Tout vaccin;20;30;100810;99590;0.0;0.0;0.92;0.908;2022-05-01;150;68450;68310;95320;0.001;0.624;0.717
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;COMIRNATY Pfizer-BioNTech;;10;104390;106860;;0.0;0.777;0.795;2022-05-01;;;;101360;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;SPIKEVAX Moderna;;;13870;13870;;;0.103;0.103;2022-05-01;;;;12640;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;VAXZEVRIA AstraZeneca;;;3900;600;;;0.029;0.004;2022-05-01;;;;3870;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;JCOVDEN Janssen;;;650;650;;;0.005;0.005;2022-05-01;;;;650;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;NUVAXOVID Novavax;;;30;20;;;0.0;0.0;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;Tout vaccin;;10;122840;122000;;0.0;0.914;0.908;2022-05-01;110;97150;96950;118520;0.001;0.723;0.818
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;COMIRNATY Pfizer-BioNTech;;;58800;59550;;;0.616;0.624;2022-05-01;;;;57350;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;SPIKEVAX Moderna;;;7890;8210;;;0.083;0.086;2022-05-01;;;;7280;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;VAXZEVRIA AstraZeneca;;;16440;15020;;;0.172;0.157;2022-05-01;;;;16310;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;JCOVDEN Janssen;;;4640;4650;;;0.049;0.049;2022-05-01;;;;4620;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;NUVAXOVID Novavax;;;20;10;;;0.0;0.0;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;Tout vaccin;;;87790;87440;;;0.92;0.916;2022-05-01;60;77490;77170;85550;0.001;0.812;0.902
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;COMIRNATY Pfizer-BioNTech;;;56320;56760;;;0.635;0.64;2022-05-01;;;;55060;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;SPIKEVAX Moderna;;;6740;6930;;;0.076;0.078;2022-05-01;;;;6380;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;VAXZEVRIA AstraZeneca;;;18040;17130;;;0.204;0.193;2022-05-01;;;;17850;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;JCOVDEN Janssen;;;2480;2480;;;0.028;0.028;2022-05-01;;;;2450;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;NUVAXOVID Novavax;;;;;;;;;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2022-05-01;;;;;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;Tout vaccin;;;83590;83310;;;0.943;0.94;2022-05-01;40;77180;76550;81740;0.0;0.871;0.937
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;COMIRNATY Pfizer-BioNTech;;;67520;67270;;;0.777;0.774;2022-05-01;;;;63480;;;
2022-11-06;2022-17;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;SPIKEVAX Moderna;;;5230;5240;;;0.06;0.06;2022-05-01;;;;4710;;;
